kode,lat,lng,jml,polygons,colors
SMP28,-7.313285888108519,112.71509632879423,243,"[[112.71899821,  -7.29919937], [112.70320424,  -7.29991394], [112.70103227,  -7.30113625], [112.7013758 ,  -7.30930259], [112.71148517,  -7.32178661], [112.71209319,  -7.32175736], [112.72519098,  -7.31364759]]","[221.194046947, 220.416032942, 219.96362781500002, 0.9]"
SMP29,-7.249731370680482,112.7654858755889,270,"[[112.76995371,  -7.26200871], [112.76026578,  -7.25731339], [112.75809385,  -7.25223856], [112.75950918,  -7.24278965], [112.76364679,  -7.2378951 ], [112.76741441,  -7.23823957], [112.77491735,  -7.2435093 ], [112.77684514,  -7.25138584]]","[201.80503283, 215.92130306, 238.84343628999997, 0.9]"
SMP30,-7.258056519492896,112.66126105813132,297,"[[112.68370849,  -7.23447854], [112.66428851,  -7.26549406], [112.65888317,  -7.26304644], [112.66028925,  -7.23516883], [112.68391976,  -7.23319762]]","[180.72352087800002, 205.45895417699998, 250.184786307, 0.9]"
SMP31,-7.235753126663923,112.61312520111154,260,"[[-104.82864695, -109.54757219], [112.59110917,  -7.29247831], [112.63698557,  -7.22731779], [  0.79091622, 205.41771823]]","[209.71720326, 218.508866718, 232.2527583, 0.9]"
SMP32,-7.321073548653597,112.78228546445455,253,"[[112.78430452,  -7.33269494], [112.80055985,  -7.32029283], [112.78096941,  -7.3114869 ], [112.77306818,  -7.31213659], [112.77096875,  -7.31578628]]","[214.034617907, 219.59754054200002, 228.09590967100002, 0.9]"
SMP33,-7.308661922478608,112.76070879547896,309,"[[112.77096875,  -7.31578628], [112.77306818,  -7.31213659], [112.76807107,  -7.29754707], [112.76773017,  -7.29720148], [112.75148469,  -7.30540728], [112.74699182,  -7.3116372 ], [112.74987714,  -7.31566457], [112.77017687,  -7.31630836]]","[170.14949570500002, 198.68999653499998, 253.204599315, 0.9]"
SMP34,-7.328023496792765,112.77347350503409,264,"[[112.76225648,  -7.33867984], [112.77017687,  -7.31630836], [112.77096875,  -7.31578628], [112.78430452,  -7.33269494], [112.76856991,  -7.36762246]]","[206.37881094, 217.508369886, 235.19226006, 0.9]"
SMP35,-7.29768243188089,112.7454844035127,236,"[[112.74699182,  -7.3116372 ], [112.75148469,  -7.30540728], [112.74796531,  -7.2862985 ], [112.74118919,  -7.28496979], [112.73176665,  -7.29069198], [112.74435862,  -7.31105741]]","[225.340220643, 218.307468078, 214.265705895, 0.9]"
SMP36,-7.334208725782053,112.69253848514448,263,"[[   2.61049112, -220.94981894], [ 101.83799621, -247.6679708 ], [112.70087123,  -7.64827886], [112.70626052,  -7.34313591], [112.70490052,  -7.33576104], [112.69542293,  -7.32697384], [112.64950435,  -7.36407471]]","[207.49160838, 217.84186883, 234.21242614, 0.9]"
SMP37,-7.275296270404064,112.73188956633334,219,"[[112.73176665,  -7.29069198], [112.74118919,  -7.28496979], [112.74075969,  -7.26864414], [112.72220778,  -7.26610801], [112.7197848 ,  -7.27040151], [112.72108497,  -7.27726799], [112.72869084,  -7.29069206]]","[235.283770419, 211.28487522, 198.14886939599998, 0.9]"
SMP38,-7.323339484959842,112.76024331140526,190,"[[112.76225648,  -7.33867984], [112.75000618,  -7.3237011 ], [112.74987714,  -7.31566457], [112.77017687,  -7.31630836]]","[245.219408286, 193.297441548, 168.75450668699997, 0.9]"
SMP39,-7.285522746687297,112.71384024178829,222,"[[112.72869084,  -7.29069206], [112.72108497,  -7.27726799], [112.70554368,  -7.28621011], [112.70320424,  -7.29991394], [112.71899821,  -7.29919937]]","[234.440877171, 211.9745445, 199.632775764, 0.9]"
SMP40,-7.259855392713482,112.73400040359702,201,"[[112.73064171,  -7.25447246], [112.74365382,  -7.26555629], [112.74075969,  -7.26864414], [112.72220778,  -7.26610801], [112.7216695 ,  -7.26121663]]","[242.49368131000003, 200.6531335, 179.713974115, 0.9]"
SMP41,-7.306107332817768,112.78901279673953,215,"[[112.81392186,  -7.27985809], [112.78953885,  -7.29489814], [112.78096941,  -7.3114869 ], [112.80055985,  -7.32029283], [113.1203346 ,  -7.25991832], [112.87908371,  -7.27113548]]","[237.320492065, 208.81363491200003, 193.582329628, 0.9]"
SMP42,-7.247667940923533,112.71515065228144,167,"[[112.72208528,  -7.24164026], [112.70348413,  -7.22270159], [112.69459521,  -7.216473  ], [112.68479725,  -7.23251816], [112.70188633,  -7.25107816], [112.71909712,  -7.25779198]]","[247.16858509499997, 174.670345506, 145.088708196, 0.9]"
SMP43,-7.306087690370288,112.73189028775961,208,"[[112.74435862,  -7.31105741], [112.73176665,  -7.29069198], [112.72869084,  -7.29069206], [112.71899821,  -7.29919937], [112.72519098,  -7.31364759], [112.73065514,  -7.31719368]]","[240.575040065, 204.580444672, 185.938757468, 0.9]"
SMP44,-7.252625132286098,112.63708933885853,205,"[[112.65232718,  -7.23509237], [112.64512046,  -7.26262126], [112.62719851,  -7.28529791], [112.59110917,  -7.29247831], [112.63698557,  -7.22731779]]","[241.573077918, 202.647353724, 182.832578979, 0.9]"
SMP45,-7.282809207147677,112.69794503922222,198,"[[112.70554368,  -7.28621011], [112.70320424,  -7.29991394], [112.70103227,  -7.30113625], [112.67919562,  -7.29429359], [112.6751931 ,  -7.28816314], [112.68520077,  -7.27377781], [112.70196196,  -7.2732872 ]]","[243.414284702, 198.658913276, 176.59536925099997, 0.9]"
SMP46,-7.261084301745795,112.7829859795282,195,"[[112.7724429 ,  -7.27461149], [112.81392186,  -7.27985809], [112.87908371,  -7.27113548], [112.77684514,  -7.25138584], [112.76995371,  -7.26200871]]","[244.334888094, 196.66469305200002, 173.476764387, 0.9]"
SMP47,-7.329901400025,112.71589570504494,178,"[[112.72186392,  -7.3288462 ], [112.70626052,  -7.34313591], [112.70490052,  -7.33576104], [112.71148517,  -7.32178661], [112.71209319,  -7.32175736]]","[246.891866745, 183.8152455, 156.13471279, 0.9]"
SMP48,-7.21243646861617,112.65745551704255,47,"[[112.63698557,  -7.22731779], [112.65232718,  -7.23509237], [112.66028925,  -7.23516883], [112.68391976,  -7.23319762], [112.68479725,  -7.23251816], [112.69459521,  -7.216473  ], [112.7095647 ,  -7.12991737], [116.97870364, 233.09753532], [  0.79091622, 205.41771823]]","[179.94665529, 3.9668208, 38.30936706, 0.9]"
SMP49,-7.29033779090217,112.77928575383069,189,"[[112.7724429 ,  -7.27461149], [112.76558931,  -7.28076013], [112.76445521,  -7.28290293], [112.76773017,  -7.29720148], [112.76807107,  -7.29754707], [112.78953885,  -7.29489814], [112.81392186,  -7.27985809]]","[245.490610974, 192.157123372, 167.17830886299998, 0.9]"
SMP50,-7.21423586779,112.75870897496226,159,"[[112.7095647 ,  -7.12991737], [112.73649665,  -7.19849352], [112.75700277,  -7.22424768], [245.67161752, 192.92859333], [116.97870364, 233.09753532]]","[246.56513677499998, 166.252004514, 135.659264484, 0.9]"
SMP51,-7.232526126250843,112.77757006419662,178,"[[112.77883949,  -7.22966076], [112.77059108,  -7.23290639], [112.76741441,  -7.23823957], [112.77491735,  -7.2435093 ], [112.77840592,  -7.24104319]]","[246.891866745, 183.8152455, 156.13471279, 0.9]"
SMP52,-7.296051599125513,112.75433915467308,156,"[[112.75148469,  -7.30540728], [112.74796531,  -7.2862985 ], [112.76445521,  -7.28290293], [112.76773017,  -7.29720148]]","[246.334263559, 164.763084105, 134.102038806, 0.9]"
SMP53,-7.238051693269935,112.75166952601948,154,"[[112.75950918,  -7.24278965], [112.76364679,  -7.2378951 ], [112.75710819,  -7.22880731], [112.74920491,  -7.23520609], [112.75051458,  -7.24287501]]","[245.770544391, 161.718045705, 130.998816534, 0.9]"
SMP54,-7.27482066796915,112.74996730976471,153,"[[112.76558931,  -7.28076013], [112.74765278,  -7.26515188], [112.74446079,  -7.26494832], [112.74365382,  -7.26555629], [112.74075969,  -7.26864414], [112.74118919,  -7.28496979], [112.74796531,  -7.2862985 ], [112.76445521,  -7.28290293]]","[245.770544391, 161.718045705, 130.998816534, 0.9]"
SMP55,-7.225144200642829,112.73093335925,152,"[[112.73906339,  -7.22618754], [112.73649665,  -7.19849352], [112.7095647 ,  -7.12991737], [112.69459521,  -7.216473  ], [112.70348413,  -7.22270159], [112.72677108,  -7.22919502]]","[245.488684807, 160.195526505, 129.447205398, 0.9]"
SMP56,-7.264016454188068,112.6973949636207,145,"[[112.70433558,  -7.27129262], [112.70196196,  -7.2732872 ], [112.68520077,  -7.27377781], [112.68370849,  -7.23447854], [112.68391976,  -7.23319762], [112.68479725,  -7.23251816], [112.70188633,  -7.25107816]]","[243.946568799, 152.498624793, 121.71208455, 0.9]"
SMP57,-7.336245431276016,112.73754033084553,123,"[[ 101.83799621, -247.6679708 ], [ 106.6317588 , -247.60630115], [112.76416108,  -7.41919031], [112.74142576,  -7.33044708], [112.73016061,  -7.32845653], [112.72946707,  -7.32931181], [112.70087123,  -7.64827886]]","[236.35515989700002, 128.882494304, 100.69079881699999, 0.9]"
SMP58,-7.328274204011982,112.68774356526126,111,"[[112.69365234,  -7.32147178], [112.69542293,  -7.32697384], [112.64950435,  -7.36407471], [112.65750531,  -7.34529962], [112.69188686,  -7.32143421]]","[230.178026989, 114.22438052599998, 89.178950253, 0.9]"
SMP59,-7.230866582745909,112.73233341443637,110,"[[112.73995815,  -7.22799349], [112.73917219,  -7.23657859], [112.73906789,  -7.23678463], [112.7341128 ,  -7.23681226], [112.72677108,  -7.22919502], [112.73906339,  -7.22618754]]","[230.178026989, 114.22438052599998, 89.178950253, 0.9]"
SMP60,-7.242777415630367,112.73239982651376,109,"[[112.73906789,  -7.23678463], [112.74169583,  -7.24674635], [112.74141928,  -7.24783949], [112.73379655,  -7.25004229], [112.72434803,  -7.24191786], [112.7341128 ,  -7.23681226]]","[229.381267085, 112.37640954999999, 87.74725012500001, 0.9]"
SMP61,-7.322924041093295,112.68402983272728,88,"[[112.6739305 ,  -7.31296618], [112.69188686,  -7.32143421], [112.65750531,  -7.34529962], [112.66274121,  -7.32889008]]","[215.14418077899998, 84.167373012, 68.866526606, 0.9]"
SMP62,-7.322845150842375,112.7210151440375,80,"[[112.73065514,  -7.31719368], [112.72519098,  -7.31364759], [112.71209319,  -7.32175736], [112.72186392,  -7.3288462 ], [112.72946707,  -7.32931181], [112.73016061,  -7.32845653]]","[209.202280089, 73.12505272199999, 62.515677549, 0.9]"
SMP63,-7.337711964008412,112.79497985353969,63,"[[ 106.6317588 , -247.60630115], [352.31249002,  15.4241589 ], [113.1203346 ,  -7.25991832], [112.80055985,  -7.32029283], [112.78430452,  -7.33269494], [112.76856991,  -7.36762246], [112.76416108,  -7.41919031]]","[194.69770088500002, 45.56019908, 49.316039125, 0.9]"
