lat,lng,class,colors
-7.324119938,112.73663219999999,36,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.314871425,112.741227,36,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.319017733,112.7390982,36,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.307052849,112.75458490000001,23,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.326201267999999,112.74314229999999,36,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.287308692000001,112.77413259999999,0,"[127.02116844, 2.8001088, 27.04190616, 0.9]"
-7.341560511,112.73815659999998,51,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.338020072000001,112.73466440000001,51,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.311488021000001,112.75530649999999,23,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.321448697,112.74260009999999,36,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.337277394,112.73538629999999,51,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.319084335,112.73616270000001,36,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.344456038,112.73847240000002,51,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.33486543,112.7318341,51,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.318231869,112.73877649999999,36,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.336537121,112.73271650000001,51,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.323502532000001,112.73596880000001,36,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.305755257,112.7553626,23,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.325913523,112.74722539999999,36,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.338825727000001,112.7356375,51,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.328194487999999,112.73281429999999,51,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.325653475,112.733759,51,"[81.31294088470588, 105.87257788235293, 172.83622816588235, 0.9]"
-7.306759951,112.75513149999999,23,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.318436004,112.7392065,36,"[139.92795591388239, 151.36581869082355, 170.3068742865882, 0.9]"
-7.32512055,112.7759494,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.320022558,112.78244709999998,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.317976089,112.7833082,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.326812812000001,112.7683969,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.32307518,112.78022109999999,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.324761795,112.7700111,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.307252284,112.7555738,23,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.321084156,112.783429,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3109505729999995,112.79711090000002,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.329006044,112.76806880000001,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.270029388999999,112.7545514,2,"[135.48670939835296, 28.36361280564706, 33.16642367223529, 0.9]"
-7.312488377,112.80032379999999,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.322249209,112.76717830000001,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.312193829,112.79449009999999,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.311954677,112.79950690000001,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.311997132999999,112.7981217,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.31441266,112.78271720000001,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3287978129999996,112.7664364,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.323448109,112.76655509999999,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.331661759,112.7665408,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.32559066,112.78219009999998,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.31981487,112.76520740000001,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.325007427999999,112.7802915,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.30921158,112.7930258,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.325957656,112.77795630000001,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.324328177000001,112.7820541,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.323717212000001,112.7635834,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.317076312999999,112.776298,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.317896045,112.7818176,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.317170152999999,112.77648300000001,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.322755167,112.7818791,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.329936287000001,112.7975868,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.312923497000001,112.7755209,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.310903747999999,112.7971271,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.331952933999999,112.79621409999999,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.312510499999999,112.792515,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.325155112000001,112.7690001,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.328253284,112.77983370000001,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.309901169,112.7930933,21,"[174.21729269717648, 130.65244345694117, 111.32806226117647, 0.9]"
-7.325370199,112.769228,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.311196285,112.79601299999999,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.325905704,112.7657565,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.313465793,112.7760893,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.326164412000001,112.76982350000002,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.324263231000001,112.7825156,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.327781836000001,112.76931689999999,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.329260056,112.76997549999999,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.3292358570000005,112.77465349999999,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.325101546,112.7815956,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.312124298,112.77891059999999,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.324629767999999,112.7520061,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.3236886729999995,112.77878570000001,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.294129774,112.75323449999999,25,"[170.1972538037647, 143.749033296, 130.15897511364707, 0.9]"
-7.328587946,112.7676291,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.324770758,112.76997040000002,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.327781836000001,112.76931689999999,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.323446441000001,112.7680388,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.307466709,112.76131170000001,23,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.317019697999999,112.78361650000001,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.316120197,112.77605359999998,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.310786346,112.7961606,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.323141973999999,112.77811559999999,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.330461232,112.7657981,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.335128805,112.80452530000001,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.313288105,112.784774,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.315790662,112.7762116,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3317171210000005,112.7951534,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.259034079,112.65990759999998,56,"[61.789954218352946, 82.68365425129412, 159.1419458922353, 0.9]"
-7.3232281310000005,112.78468159999998,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.32779823,112.7739294,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.317409306,112.77640359999998,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.324657222999999,112.7641253,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.225857764,112.7287402,47,"[96.84075882635294, 121.48228685647058, 178.5099408395294, 0.9]"
-7.309867393999999,112.7908075,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.3110715189999995,112.7778467,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.300031727,112.77693049999999,0,"[127.02116844, 2.8001088, 27.04190616, 0.9]"
-7.3092152939999995,112.7976459,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.31105226,112.797996,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.307595147000001,112.68680559999999,3,"[139.3806330275294, 35.956668248470585, 36.45621979835294, 0.9]"
-7.325405786,112.76328429999998,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.327169743,112.70766470000001,17,"[173.68404986470588, 115.22863405058821, 93.56500776705883, 0.9]"
-7.325472498,112.7661385,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.323451502999999,112.78218759999999,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.322180889,112.76596200000002,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.326823471,112.76833740000001,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.321640425,112.78212990000002,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3264802,112.7052447,17,"[173.68404986470588, 115.22863405058821, 93.56500776705883, 0.9]"
-7.315095311,112.76282690000001,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.319887927999999,112.77061670000002,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.323308465,112.78315659999998,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.316015721,112.7740203,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.314205648,112.7736358,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.312248466000001,112.77498020000002,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.315284597000001,112.7763342,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.310631873999999,112.78576480000001,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.323998454,112.78044380000001,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.322593438999999,112.77740659999999,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.305706959,112.7959632,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.324340352999999,112.77409250000001,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.325217735,112.7786523,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.323806524,112.7798533,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.310769877,112.7998288,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.323245343,112.7698432,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.330980029,112.7738023,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.319215063,112.7780193,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.326673294,112.7686875,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.324210089,112.777152,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.321084156,112.783429,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.327540627,112.7670131,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.328676784,112.7651863,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.313674557000001,112.7757107,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.315724835,112.7617946,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.324042136,112.7826731,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.309059694,112.79643229999999,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.328771858,112.76526090000002,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.333191915,112.79676370000001,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.329612485,112.7948317,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.313858345,112.7756975,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3212215039999995,112.78150929999998,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.323471844,112.76682520000001,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.329943527,112.7611952,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.328482729,112.6979896,16,"[172.8882110392941, 110.92975630941176, 89.18398808894118, 0.9]"
-7.322536752,112.7768424,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.328589902999999,112.7764934,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.323344402000001,112.7786384,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.324854436,112.7699446,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.315536187999999,112.7751443,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.324343697000001,112.7797142,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.323302968999999,112.77391570000002,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.310631873999999,112.78576480000001,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.324328177000001,112.7820541,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.323801049,112.770328,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.318632987000001,112.7781635,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.251482101000001,112.7264393,24,"[171.49692918070588, 140.93366356800001, 125.75623883505882, 0.9]"
-7.324328177000001,112.7820541,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.328953321,112.76562150000001,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.312591457000001,112.7983909,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.312591457000001,112.7983909,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.31328712,112.7747415,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.2701060260000006,112.7520418,41,"[121.05683149058824, 140.91506048117648, 178.5567421122353, 0.9]"
-7.313288105,112.784774,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.340967395,112.79124509999998,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.311159483,112.67370929999998,26,"[168.43927854, 146.2026062230588, 134.48816524517648, 0.9]"
-7.316229886,112.7755695,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.319313762,112.78461229999999,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3123434220000005,112.79203940000001,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.326688097999999,112.76703710000001,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.324268984,112.77804029999999,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.324041896000001,112.77004640000001,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.313288105,112.784774,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.322939999999999,112.77403999999999,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.327941925,112.7685409,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.312882879,112.794807,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.31776679,112.7849685,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.316774495,112.7968076,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.32544612,112.76668899999999,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.31736361,112.78742179999999,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.31679769,112.77508040000001,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.316793489,112.7750793,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3193829070000005,112.78339229999999,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.317020057000001,112.7758747,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.325627657,112.77784550000001,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.330637169,112.7682983,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.31269799,112.78517509999999,21,"[174.21729269717648, 130.65244345694117, 111.32806226117647, 0.9]"
-7.3211247120000005,112.77560520000002,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.323890727999999,112.78627560000001,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.310631873999999,112.78576480000001,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.313636057,112.7757889,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3330487689999995,112.79582079999999,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.325410829,112.7733127,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.324139485,112.76753909999998,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.326810088999999,112.76719890000001,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.317886126,112.78535959999999,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.325331642999999,112.78169150000001,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.32067579,112.78296329999999,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.342061502999999,112.79676370000001,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.321860311,112.77988529999999,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3182177820000005,112.7763594,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.326082375,112.766084,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.309045892,112.79858840000001,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.313319149,112.77545320000002,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3264944629999995,112.7737865,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.318569632999999,112.77611929999999,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3240479689999995,112.76606140000001,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.311161477000001,112.7999,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.316666733,112.77598490000001,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.324328177000001,112.7820541,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.3276881320000005,112.7681908,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.315284597000001,112.7763342,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.329488597,112.7738449,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.3287790379999995,112.7671462,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.266809696,112.6738017,52,"[77.49123988517647, 101.67889346258823, 170.8000954524706, 0.9]"
-7.327844872999999,112.7670722,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.323184065,112.7823643,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.32544612,112.76668899999999,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.324838446,112.76735020000001,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.312280124,112.79504740000002,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.321767917000001,112.77659129999999,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.316702407,112.78585819999999,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.32707145,112.77035740000001,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.311092672000001,112.76989420000001,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.316120197,112.77605359999998,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.328179598999999,112.7675744,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.323739874,112.7800264,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.32871834,112.7738665,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.323774932999999,112.77617790000001,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.315860129,112.7765979,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.31842935,112.7759855,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.324940887,112.77016529999999,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.324139485,112.76753909999998,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.326932594,112.76964209999998,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.313465793,112.7760893,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.221853372000001,112.7443435,11,"[164.72828230941175, 85.8467748917647, 66.99229465764705, 0.9]"
-7.3149423339999995,112.7766398,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.323890727999999,112.78627560000001,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.316097484,112.796976,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.327473772,112.76690479999999,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.326445925,112.7716216,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.31237306,112.7753611,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.323152906,112.7850638,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.324011552999999,112.7818088,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.239761144,112.7439895,61,"[44.656419204705884, 58.68234419717648, 139.9803572435294, 0.9]"
-7.328812468,112.76925849999999,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.323691812000001,112.7785027,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.330642384,112.77009890000001,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.331661759,112.7665408,40,"[124.79783126823529, 143.3365437070588, 177.53540049529414, 0.9]"
-7.308486328,112.7972024,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.309904968,112.7985966,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.324795984,112.76647,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.31598132,112.7747172,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.245929952999999,112.78250179999999,50,"[85.15263113788235, 109.99393877082352, 174.7140458872941, 0.9]"
-7.310498066,112.79523590000002,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.32238813,112.7820102,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.311129386,112.7958559,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.329780601,112.76833290000002,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.310522123999999,112.76144170000002,23,"[172.9046157162353, 137.25018333458823, 120.23343847835292, 0.9]"
-7.316778142,112.7853185,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.32672484,112.76806129999999,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.322194487000001,112.7733506,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.31946851,112.77601709999999,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.330391508,112.79706180000001,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.331784016,112.7963841,14,"[170.25378818188236, 100.72169216258824, 79.4723974517647, 0.9]"
-7.326907646,112.7786903,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.310631873999999,112.78576480000001,13,"[168.62033037811764, 95.89491001976471, 75.25680110752941, 0.9]"
-7.302025398,112.73536920000001,20,"[174.4545691884706, 127.05042162917645, 106.86676697647057, 0.9]"
-7.320160286,112.7839551,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.313012443,112.77481340000001,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
-7.330679203,112.7791229,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.322111266,112.7756703,33,"[149.60668104, 154.71237501599998, 162.55982856, 0.9]"
-7.3309934189999995,112.7460779,1,"[131.25526773035293, 15.602208632470589, 30.103272612705883, 0.9]"
-7.322522591,112.77222590000001,37,"[136.53698862352942, 149.90158693058822, 172.51341385058822, 0.9]"
